,pos,pos
942893,pos,pos
1084897,neg,neg
1808214,pos,pos
1396992,pos,neg
1396993,pos,pos
1194907,pos,pos
915769,pos,pos
795643,pos,neg
1790905,pos,pos
1790904,pos,pos
1190488,pos,pos
795649,pos,pos
1819514,pos,pos
1295112,pos,pos
1015739,pos,pos
1351047,pos,pos
1015730,pos,pos
1191047,pos,pos
1585512,pos,neg
929676,pos,pos
745661,pos,pos
929679,pos,pos
1098852,pos,pos
954328,pos,pos
791881,pos,pos
791880,pos,pos
1466641,pos,pos
1005969,pos,pos
791886,pos,pos
951883,pos,neg
1196885,pos,pos
802548,pos,pos
857184,pos,pos
836630,pos,pos
1294440,pos,pos
836632,pos,pos
836634,pos,pos
1013775,pos,pos
802546,pos,neg
1320520,neg,pos
1298753,pos,pos
1298755,pos,pos
757920,pos,pos
669265,pos,neg
619508,pos,pos
1470968,pos,pos
1176455,pos,pos
619503,pos,pos
619502,pos,pos
1191284,pos,pos
1563616,pos,neg
997522,pos,pos
997520,pos,pos
1294999,pos,pos
1180509,pos,pos
1196776,pos,pos
752812,pos,pos
1041462,pos,neg
700480,pos,pos
1441135,pos,pos
1409519,pos,neg
683562,pos,pos
1112453,pos,pos
1433259,pos,neg
794599,pos,pos
1813613,pos,pos
1732615,pos,pos
1204615,pos,pos
909398,pos,pos
1732610,pos,pos
1204619,pos,pos
1204618,neg,pos
1092049,pos,pos
909391,pos,pos
658154,pos,pos
1067601,pos,neg
610104,pos,pos
760084,pos,pos
1601759,pos,pos
610102,pos,neg
1547726,pos,neg
1355857,pos,pos
690035,pos,neg
690036,pos,pos
1188733,pos,neg
621065,pos,pos
910609,pos,pos
1599876,pos,pos
1336326,pos,pos
837273,neg,pos
837271,neg,pos
1748783,pos,pos
1748785,pos,pos
1361701,pos,pos
1607225,pos,pos
1446351,pos,pos
1669338,pos,pos
718877,pos,pos
1607226,pos,pos
1613268,pos,pos
1126073,pos,pos
1427876,pos,pos
1662459,pos,pos
1612138,pos,pos
1448402,pos,pos
1662456,pos,pos
1662455,pos,neg
1448406,pos,pos
1448404,pos,pos
1739704,pos,pos
1322272,pos,pos
1424713,pos,pos
1739703,pos,neg
1322278,pos,pos
849509,pos,pos
999528,pos,pos
997944,pos,pos
611276,pos,pos
886636,pos,neg
611272,pos,neg
1408741,pos,pos
1408740,pos,pos
1541760,pos,pos
692766,pos,pos
692764,pos,pos
1541764,pos,pos
1177906,pos,pos
830762,pos,pos
1648185,pos,pos
696864,pos,pos
696867,pos,pos
640605,pos,neg
640603,pos,pos
640600,pos,pos
1347944,pos,pos
869068,pos,pos
696869,pos,pos
1338671,pos,pos
1338670,pos,pos
1007473,pos,pos
647460,pos,pos
978884,pos,pos
647468,pos,neg
916524,pos,pos
916527,pos,pos
1532555,pos,pos
1713851,pos,pos
1215508,pos,pos
1158650,pos,pos
1231974,pos,pos
1215501,pos,pos
835657,pos,pos
1571483,neg,pos
835654,pos,neg
1378880,pos,pos
1378881,pos,pos
1378882,pos,pos
1158654,pos,pos
1051199,pos,neg
1762046,pos,pos
1641371,pos,pos
1641370,neg,pos
1000294,pos,pos
1593460,pos,pos
1366536,neg,pos
1024971,pos,pos
1570687,pos,pos
989669,pos,pos
1427971,pos,pos
1427970,pos,pos
989666,pos,pos
989667,pos,pos
1427977,pos,pos
680155,pos,pos
1663419,pos,pos
1791650,pos,pos
842109,pos,pos
1663411,pos,pos
1663412,pos,pos
1663413,pos,pos
1663416,pos,pos
1659135,pos,pos
646730,pos,neg
646731,pos,pos
1537732,pos,pos
646734,pos,pos
646736,pos,pos
1028074,pos,pos
1587888,pos,pos
1059746,pos,pos
1533601,pos,pos
1533603,pos,pos
1734087,pos,neg
1356508,pos,pos
1722060,pos,pos
1752543,pos,pos
926375,pos,pos
1001450,pos,pos
1758623,pos,pos
873901,pos,pos
926379,pos,pos
880465,pos,pos
1086000,pos,pos
690858,pos,pos
1086006,pos,pos
1543853,pos,pos
690856,pos,pos
1375353,neg,neg
780990,pos,neg
780993,pos,pos
623019,pos,neg
1718164,pos,pos
1361088,pos,pos
1324890,pos,pos
1790612,pos,pos
1195317,pos,pos
1195314,pos,pos
1379864,pos,pos
729133,pos,neg
1842518,neg,pos
806890,neg,pos
665559,pos,pos
1693345,pos,pos
1403503,pos,pos
1604839,pos,pos
1212927,pos,pos
1416688,pos,pos
1662267,pos,pos
1472019,pos,pos
1514742,pos,neg
1472014,pos,pos
1472015,pos,pos
1277024,pos,pos
652770,pos,pos
702552,pos,neg
1466028,pos,pos
1512747,pos,pos
1423900,pos,pos
1466020,pos,neg
1466023,pos,pos
1761762,pos,pos
1733580,pos,pos
999830,pos,pos
780336,pos,pos
1443236,pos,neg
999835,pos,pos
1301351,pos,pos
734889,pos,pos
1454923,pos,pos
1213292,pos,pos
1491022,pos,neg
1506925,pos,pos
1134889,pos,pos
1491027,pos,neg
597228,pos,pos
1387470,pos,pos
1504698,pos,pos
948112,pos,neg
1134887,pos,pos
1825286,pos,pos
860082,pos,pos
1381135,pos,pos
870762,neg,pos
1381138,pos,pos
1381139,pos,pos
654340,pos,pos
614305,pos,pos
1745206,pos,pos
1507344,pos,neg
1691275,neg,pos
689947,pos,pos
689944,pos,pos
689945,pos,pos
623901,pos,neg
788946,pos,pos
1134881,pos,pos
1090162,pos,pos
689948,pos,neg
1713071,pos,pos
1827518,pos,pos
769235,pos,pos
1725246,pos,pos
1019855,pos,pos
942995,pos,pos
1128693,pos,pos
931566,pos,pos
1134323,pos,neg
1224578,pos,pos
931569,pos,neg
1134326,pos,pos
1134325,pos,pos
1137662,pos,pos
621502,pos,pos
1137667,pos,pos
1561421,pos,pos
949797,pos,pos
1468793,pos,pos
860557,pos,pos
1592254,pos,neg
1601511,pos,pos
1605876,pos,pos
619707,pos,pos
1529847,pos,pos
666156,pos,pos
1776745,pos,pos
666150,neg,pos
1342287,pos,pos
1109116,pos,pos
1045671,pos,pos
1673860,pos,pos
1017990,pos,pos
1144319,pos,pos
1217947,pos,pos
1029057,pos,pos
1144315,pos,pos
1141146,pos,pos
1305635,pos,pos
1141143,pos,pos
546400,pos,pos
1506845,pos,pos
1584211,pos,pos
1639567,pos,pos
785080,pos,pos
807901,pos,pos
1840345,pos,pos
1744152,pos,pos
1744154,pos,pos
1380261,pos,pos
671973,pos,pos
785083,pos,neg
1736865,pos,pos
887225,pos,pos
1758368,pos,pos
791359,pos,pos
1303673,pos,pos
1303677,pos,pos
927700,pos,pos
1475427,pos,pos
1458973,pos,pos
1458971,pos,pos
1060201,pos,pos
1060207,pos,pos
1305987,pos,neg
1148176,pos,pos
1402329,pos,pos
845173,pos,neg
1108995,pos,pos
1145708,pos,pos
1350565,pos,neg
1787698,pos,pos
1148179,pos,pos
1809519,pos,pos
1781220,pos,pos
1044782,pos,pos
1044788,pos,pos
907162,pos,pos
1580776,pos,pos
1468240,pos,pos
1468241,pos,pos
1318033,pos,pos
747294,pos,pos
747292,pos,pos
747291,pos,pos
954973,pos,pos
1106512,pos,pos
736246,pos,pos
846199,pos,pos
957403,pos,pos
840921,pos,pos
840922,pos,pos
1013066,pos,pos
1078575,neg,pos
732955,pos,pos
1044251,pos,pos
1078576,pos,pos
834241,pos,pos
1406355,pos,pos
803366,pos,pos
803367,pos,pos
1416092,pos,pos
1673134,pos,pos
665716,pos,pos
886570,pos,pos
1493852,pos,pos
785462,pos,pos
785461,pos,pos
651598,pos,pos
1497538,pos,pos
785469,pos,pos
1146201,pos,pos
1313095,pos,pos
1059433,pos,pos
869705,pos,pos
1459754,pos,pos
1454100,neg,pos
1351218,pos,pos
1351219,pos,pos
869540,pos,pos
1351215,pos,pos
1459758,pos,pos
1459759,pos,pos
877016,pos,pos
1344287,pos,pos
877014,pos,pos
1344283,pos,pos
705849,pos,neg
877018,pos,pos
1002976,pos,pos
1002970,pos,pos
1522259,pos,pos
1387575,pos,pos
1522253,pos,pos
1066312,pos,pos
1403587,pos,pos
1819436,pos,pos
1403582,neg,pos
1733503,pos,pos
1708520,pos,pos
1733505,neg,pos
845425,pos,pos
1733508,pos,pos
836995,pos,neg
967678,pos,pos
951801,pos,pos
664441,pos,pos
802517,pos,pos
994279,pos,pos
1053003,pos,pos
732042,pos,pos
963355,pos,pos
963352,pos,pos
1021641,pos,pos
772267,pos,pos
1671198,pos,pos
697972,pos,pos
1060896,pos,pos
733566,pos,pos
666967,pos,pos
718095,pos,pos
666965,pos,pos
765799,pos,neg
1151738,pos,pos
671198,pos,pos
1151735,pos,pos
1151734,pos,pos
1151731,pos,pos
1431303,pos,pos
1408675,pos,pos
1408677,neg,pos
808536,pos,pos
723778,pos,pos
1678366,pos,pos
723773,pos,pos
1167058,pos,pos
1079715,pos,pos
918165,pos,pos
1097582,pos,pos
1079718,pos,pos
1196579,pos,pos
1520122,pos,pos
875328,pos,pos
728890,pos,neg
1674813,pos,pos
1674815,pos,neg
1674816,neg,pos
728895,pos,neg
1101068,pos,pos
1144879,pos,pos
1357210,pos,pos
1357216,neg,pos
1062541,pos,pos
808284,pos,pos
808281,pos,pos
1485941,pos,pos
851488,pos,pos
840101,pos,pos
562549,pos,pos
1648719,pos,pos
954563,pos,pos
996105,pos,pos
958230,pos,pos
958237,pos,pos
964514,pos,pos
1518840,pos,pos
1449812,pos,pos
1098693,pos,pos
909844,pos,pos
1487284,pos,pos
1159292,pos,pos
1735626,pos,pos
1445304,pos,pos
1357788,pos,pos
1790727,pos,pos
1790724,pos,pos
1443221,pos,pos
1790728,pos,pos
1443227,pos,neg
1443226,pos,pos
1443225,pos,pos
1443224,pos,pos
1780950,pos,pos
1794431,pos,pos
1827561,pos,pos
1780959,pos,neg
1740134,pos,pos
769226,pos,pos
1471137,pos,pos
1740131,pos,pos
1052067,pos,pos
725325,pos,pos
643712,pos,neg
763481,pos,pos
763482,pos,pos
1052060,pos,pos
850537,pos,pos
710701,pos,pos
841018,pos,pos
725328,pos,pos
845166,pos,pos
867338,pos,pos
845162,pos,pos
845163,pos,neg
814565,pos,pos
1687012,pos,pos
814562,pos,pos
1406343,pos,pos
792522,pos,pos
792521,pos,pos
1816440,pos,pos
792525,pos,pos
727876,pos,pos
1101937,pos,neg
1406349,pos,pos
1101932,pos,pos
946213,pos,pos
641624,pos,neg
1629416,pos,pos
1637249,pos,neg
1827693,pos,pos
1827696,pos,pos
1637243,pos,pos
1637244,pos,pos
1785209,pos,pos
1100088,pos,pos
1193052,pos,pos
644296,pos,pos
644290,pos,pos
1100087,pos,pos
1535293,pos,pos
958722,pos,pos
1570440,pos,pos
1663256,pos,pos
1663252,pos,pos
1663250,pos,pos
933381,pos,pos
1040782,pos,pos
1732828,pos,pos
1055774,pos,pos
793426,pos,pos
1055772,pos,pos
1055771,pos,pos
751341,pos,pos
793437,pos,pos
793435,pos,pos
793432,pos,pos
793433,pos,pos
1820510,pos,pos
793431,pos,pos
903377,pos,pos
1828767,pos,pos
1671943,pos,pos
875940,pos,pos
1278043,pos,pos
1671944,pos,pos
1671948,pos,pos
875944,pos,pos
1805124,pos,neg
1350604,pos,pos
912373,pos,pos
1810726,pos,pos
983759,pos,pos
1810728,pos,pos
1107761,pos,pos
1622726,pos,pos
1399541,pos,pos
1167839,pos,neg
1178544,pos,pos
1812372,pos,pos
1136207,pos,pos
1577250,pos,pos
861048,pos,pos
1619598,pos,pos
796525,pos,pos
1089749,pos,pos
796522,pos,pos
716413,pos,pos
1089743,pos,pos
1089740,pos,pos
1294675,pos,pos
1089746,pos,pos
1089745,neg,pos
1039852,pos,pos
1565947,pos,pos
1230284,pos,pos
952394,pos,pos
745039,pos,pos
683151,pos,pos
1286913,pos,pos
837845,pos,pos
837846,pos,neg
837847,pos,pos
1298163,pos,pos
940825,pos,pos
1299639,pos,pos
1829140,pos,neg
753649,pos,pos
1829148,pos,pos
1755826,pos,neg
1299636,pos,pos
1102622,pos,pos
1821399,pos,pos
618060,pos,neg
909455,pos,pos
1620862,pos,pos
1331316,pos,neg
619335,pos,pos
619337,pos,pos
1420125,pos,pos
691650,pos,pos
1646700,pos,pos
1706175,pos,pos
1646708,pos,pos
1808000,pos,pos
1679550,pos,pos
1419352,pos,pos
715140,pos,pos
1679559,pos,pos
1378602,pos,pos
947651,pos,neg
947653,pos,pos
1595549,pos,pos
947656,pos,pos
947659,pos,pos
568367,pos,pos
1740905,pos,pos
1595547,pos,pos
1595544,pos,pos
726916,pos,neg
726912,pos,pos
860710,pos,pos
621744,pos,pos
797725,pos,pos
1546375,pos,pos
621743,pos,pos
1546505,pos,pos
1742212,pos,pos
1540798,pos,pos
713329,pos,pos
837591,pos,pos
1049328,neg,pos
936264,pos,neg
627594,pos,pos
627593,pos,pos
918730,pos,pos
626248,pos,neg
1613188,pos,pos
1012033,pos,pos
1431464,pos,pos
1427347,pos,pos
658054,pos,neg
1431467,pos,pos
1427342,pos,pos
1427341,pos,pos
1431468,pos,pos
1431469,pos,pos
1547686,pos,pos
1805237,pos,pos
1464950,pos,pos
694684,pos,pos
694683,pos,pos
1085956,pos,pos
1805230,pos,pos
1547681,pos,pos
1208978,pos,pos
876529,pos,pos
1678609,pos,pos
1208976,pos,pos
702957,pos,pos
1208973,pos,pos
1148374,pos,pos
1555955,pos,neg
1831660,pos,neg
1831661,pos,neg
1296381,pos,pos
1831664,pos,pos
1405081,pos,pos
1599934,pos,pos
1405085,pos,neg
1405086,pos,pos
1541680,pos,pos
1541681,pos,pos
1541682,pos,pos
796892,pos,pos
1599939,pos,pos
796890,pos,pos
1006669,pos,pos
694667,pos,pos
1203540,pos,pos
1203541,pos,pos
610317,pos,pos
1203543,pos,pos
694974,pos,pos
778501,pos,pos
694669,pos,neg
1638768,pos,pos
1407825,pos,pos
1405612,pos,pos
1407827,pos,pos
1547669,pos,pos
1407828,pos,pos
1531102,pos,pos
1584458,pos,pos
1584459,pos,pos
1644672,pos,pos
1552900,pos,pos
814603,neg,pos
1644674,pos,pos
811239,pos,pos
1044019,pos,neg
628370,pos,pos
628372,pos,pos
1044011,pos,pos
620163,pos,pos
620165,pos,pos
620164,pos,pos
974583,pos,pos
974581,pos,pos
974587,pos,pos
974585,pos,pos
1424692,pos,pos
1648578,pos,pos
1424699,neg,pos
1304876,pos,pos
1121706,pos,pos
1121705,pos,neg
1124956,pos,pos
1121702,pos,pos
661814,pos,neg
1121700,pos,pos
1497339,pos,neg
661819,neg,pos
1011070,pos,pos
1197276,pos,pos
1197275,pos,neg
1642417,pos,pos
834739,pos,neg
1371151,pos,pos
866460,pos,pos
1830135,pos,pos
1536346,pos,pos
647344,pos,neg
1536344,pos,pos
1536343,pos,pos
647340,pos,pos
1007539,pos,pos
1007538,pos,pos
1084301,pos,pos
643457,pos,pos
1271529,pos,neg
643452,pos,pos
1502861,pos,pos
651865,pos,pos
651866,pos,pos
999568,pos,pos
1308826,pos,pos
649417,pos,pos
999560,pos,pos
828499,pos,neg
999563,pos,neg
1590500,pos,pos
812763,pos,pos
1795566,pos,pos
1384545,pos,pos
1413873,pos,pos
1455519,pos,pos
624669,pos,pos
624666,pos,pos
1642634,pos,pos
776361,pos,pos
1642636,pos,pos
1642630,pos,pos
1642633,pos,pos
776364,pos,pos
1018137,pos,pos
1804911,pos,pos
1045052,pos,pos
1045053,pos,pos
1045056,pos,pos
1698529,pos,pos
1199135,pos,pos
1373264,pos,pos
661105,pos,pos
661109,pos,pos
1569927,pos,pos
1082914,pos,pos
1434350,pos,pos
1569924,pos,pos
832778,pos,pos
1604116,pos,pos
669366,pos,pos
897975,pos,pos
668871,pos,pos
1650592,pos,pos
1302707,pos,pos
1302703,pos,pos
998213,pos,pos
1603837,pos,pos
868168,pos,neg
780815,pos,pos
633407,pos,pos
633405,pos,pos
633408,pos,pos
1109634,pos,pos
707978,pos,pos
609721,pos,pos
609726,pos,pos
827448,pos,pos
707972,pos,pos
875124,pos,pos
767318,pos,pos
1753408,pos,pos
926503,pos,pos
1753406,pos,pos
1275082,pos,neg
1046501,pos,pos
1046502,pos,pos
1046505,pos,pos
1046509,pos,pos
1229187,pos,neg
942147,pos,pos
942142,pos,pos
1340564,pos,pos
1599993,pos,pos
1340567,pos,pos
1844891,pos,pos
622151,pos,pos
1382658,pos,pos
1382659,pos,pos
1173667,pos,pos
1224439,pos,pos
1224438,pos,pos
1600567,pos,pos
1042089,pos,pos
1229230,pos,pos
1494752,pos,pos
1229235,pos,pos
1453042,pos,pos
1453043,pos,pos
1556090,pos,pos
1654906,pos,pos
775044,pos,pos
1028206,pos,pos
665906,pos,pos
937677,pos,pos
668559,pos,pos
1571534,pos,pos
1138491,pos,pos
1138492,pos,pos
1044866,pos,pos
907600,neg,pos
1136786,pos,pos
1118370,pos,neg
840473,pos,pos
840470,pos,pos
1390558,neg,pos
1764729,pos,neg
938857,pos,pos
1390556,pos,pos
1390550,pos,pos
1390551,pos,pos
1424809,pos,pos
1615617,pos,pos
1459940,pos,pos
1795825,pos,pos
1795823,pos,pos
1459944,pos,pos
871333,pos,pos
1087144,pos,pos
1087143,pos,pos
1087140,pos,pos
1087141,pos,pos
846933,pos,pos
913222,pos,pos
1141759,pos,pos
1816608,pos,pos
1141752,pos,pos
1516034,pos,pos
1745439,pos,pos
1524933,pos,pos
1137789,pos,pos
630320,pos,pos
1561388,pos,pos
1045734,pos,pos
1223808,pos,pos
1015219,pos,pos
730290,pos,pos
1453952,pos,pos
730292,pos,pos
1219323,pos,pos
1219320,neg,pos
1460755,pos,pos
1038168,pos,pos
1460757,pos,pos
960305,pos,neg
1481047,pos,pos
1038162,pos,pos
847121,pos,pos
1038166,pos,pos
1210803,pos,pos
666348,pos,neg
963966,pos,pos
666342,pos,neg
1135461,pos,pos
1581610,pos,pos
1466005,pos,pos
746375,pos,pos
1269107,pos,pos
746370,pos,pos
1518788,pos,pos
1492755,pos,pos
1518781,pos,pos
1146906,pos,pos
1146905,pos,pos
765204,pos,pos
1526420,pos,pos
765208,pos,pos
1832965,pos,pos
1090705,pos,neg
1832967,pos,pos
1154353,pos,pos
1214320,pos,pos
1683204,pos,pos
1743876,pos,pos
1394701,pos,pos
753672,pos,pos
784909,pos,neg
625172,pos,pos
697150,pos,pos
1202940,pos,pos
697157,pos,pos
1202944,pos,pos
1630396,pos,pos
697158,pos,pos
697159,pos,pos
1455463,pos,pos
1519782,pos,pos
1519784,pos,pos
1519786,pos,neg
669034,pos,pos
1455468,pos,pos
669033,pos,neg
1451552,pos,pos
1008390,pos,pos
1451556,pos,pos
1144249,pos,pos
1451554,pos,pos
1138966,pos,pos
1138968,neg,neg
1022157,pos,pos
1170508,pos,neg
1689052,pos,pos
1416107,pos,pos
1528906,pos,pos
1528903,pos,pos
1438220,pos,pos
1469010,pos,pos
995402,pos,pos
995401,pos,pos
670298,pos,pos
1204469,pos,pos
1667047,pos,pos
957673,pos,pos
1144240,pos,pos
670296,pos,neg
1204465,pos,pos
1445568,pos,pos
807188,pos,neg
1841609,pos,pos
908127,pos,pos
1316541,pos,pos
1454437,pos,pos
678738,pos,pos
669692,pos,pos
1846050,pos,neg
1368747,pos,pos
1846054,pos,pos
695536,pos,pos
649997,pos,pos
1463633,pos,pos
649993,pos,pos
1364632,pos,pos
1059663,pos,pos
649999,pos,neg
1149044,pos,pos
1667597,pos,pos
915339,pos,pos
915338,pos,pos
1743123,pos,pos
1637342,pos,pos
1743124,pos,pos
1635518,neg,pos
1737161,pos,pos
1679718,pos,pos
915330,pos,pos
915333,pos,pos
1635512,neg,pos
1403626,pos,pos
1635510,pos,pos
764637,pos,pos
608843,pos,neg
1819126,pos,pos
1819124,pos,pos
1156199,pos,pos
1143626,pos,pos
764638,pos,neg
1097424,pos,pos
874757,pos,pos
1353821,pos,neg
874750,pos,pos
874753,pos,pos
669960,pos,pos
1030244,pos,pos
874759,pos,pos
874758,pos,pos
1145665,pos,pos
1113174,pos,pos
1529748,pos,pos
1143992,pos,pos
1416817,pos,pos
722614,pos,pos
731501,pos,pos
731506,pos,pos
1416813,pos,pos
722611,pos,pos
965474,pos,pos
965477,pos,pos
1646711,pos,pos
672615,pos,pos
965479,pos,neg
965478,pos,pos
1782163,pos,pos
1742985,pos,pos
1742988,pos,pos
1742989,pos,pos
1699923,pos,pos
1782169,pos,pos
1055959,pos,pos
1145590,pos,pos
1414419,pos,pos
658297,pos,pos
997170,pos,pos
1145598,pos,pos
1414411,neg,pos
658298,pos,pos
1393522,pos,neg
1747965,pos,pos
1391312,pos,pos
1541628,pos,pos
878858,pos,pos
1541629,pos,pos
1782316,pos,pos
1405065,pos,pos
753845,pos,pos
841464,pos,pos
1159317,pos,pos
1159314,pos,pos
1159312,pos,neg
1159311,pos,pos
1091141,pos,pos
1738823,pos,pos
1738821,pos,pos
1091145,pos,pos
1091146,pos,pos
1091148,neg,pos
906216,pos,pos
1499208,pos,pos
1541621,pos,pos
1817929,pos,pos
810141,pos,pos
1499206,pos,pos
933306,pos,pos
727669,pos,neg
1162277,pos,pos
1040706,pos,pos
1297841,pos,pos
940371,pos,neg
1571395,neg,pos
1207468,pos,pos
724751,pos,pos
1162279,pos,pos
692333,pos,pos
1541334,pos,pos
726662,pos,neg
917201,pos,pos
867276,pos,pos
867273,pos,pos
1793753,pos,pos
1401767,pos,pos
1085812,pos,pos
1064563,pos,pos
645442,pos,pos
1064561,pos,pos
913966,pos,pos
1064566,pos,pos
913964,pos,pos
769690,pos,pos
1332464,pos,pos
1248834,pos,pos
815531,pos,pos
1786472,pos,pos
1786473,pos,neg
808095,pos,pos
864892,pos,pos
637130,pos,pos
1701168,pos,pos
637136,pos,pos
864896,pos,pos
635534,pos,pos
1000398,pos,pos
953499,neg,pos
1197478,pos,pos
1011276,pos,pos
1000393,pos,neg
953491,pos,pos
1000396,pos,pos
1000397,pos,pos
1000394,pos,pos
792171,pos,neg
568375,pos,pos
1094249,pos,pos
873439,pos,neg
1094247,pos,pos
1094241,pos,pos
987491,pos,pos
1094242,pos,pos
954716,pos,pos
954717,pos,pos
954710,pos,pos
1527703,pos,pos
659659,pos,pos
1418417,pos,neg
1471072,pos,pos
1498159,pos,pos
873435,pos,neg
893650,pos,pos
1081319,pos,pos
643692,pos,pos
1481903,pos,pos
730920,pos,pos
943322,pos,pos
1498156,pos,pos
1662336,pos,pos
825226,pos,neg
825223,pos,pos
798069,pos,pos
1105481,neg,pos
896683,pos,pos
896682,pos,pos
1190971,pos,pos
1627657,pos,pos
1590749,pos,pos
1627655,pos,pos
1689151,pos,pos
1689152,pos,pos
1689155,pos,pos
1590741,pos,pos
1168682,pos,pos
1710408,neg,pos
995720,pos,pos
1710401,pos,pos
644311,pos,pos
1036800,pos,pos
644318,pos,pos
1754454,pos,pos
1209281,pos,pos
1209280,pos,pos
1623379,neg,pos
1335554,pos,pos
1623370,pos,pos
1623373,pos,pos
1623372,neg,pos
642253,pos,pos
1623374,neg,neg
642251,pos,pos
1616480,pos,pos
616187,pos,pos
1545361,pos,pos
696361,pos,pos
1648801,pos,pos
1365303,pos,pos
901883,pos,pos
901880,pos,pos
1365306,pos,pos
1335552,pos,pos
1657583,pos,pos
901889,pos,pos
1462862,pos,pos
1349308,pos,pos
1236001,pos,pos
1065385,neg,pos
1065386,neg,neg
1065380,pos,pos
852141,pos,pos
1065383,pos,pos
1611284,pos,pos
647753,pos,pos
647752,pos,pos
1666053,pos,neg
647754,pos,pos
1051833,pos,pos
1707250,pos,pos
1585864,pos,pos
955154,pos,pos
1585868,pos,pos
1667902,pos,pos
839078,pos,neg
1667905,pos,pos
839072,pos,pos
1411164,pos,pos
839074,pos,pos
1475770,pos,neg
1821456,pos,pos
1230098,pos,pos
1083203,pos,pos
1230097,pos,pos
703077,pos,pos
1753248,pos,pos
661225,pos,neg
784918,pos,neg
661227,pos,neg
703070,pos,pos
1753241,pos,pos
794616,pos,pos
690404,pos,pos
690407,pos,pos
942787,pos,neg
942781,pos,pos
1175105,pos,pos
1175100,pos,pos
942789,pos,pos
1692557,pos,pos
